==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-kind-1-control-plane ====
I1123 05:41:35.957369       1 event.go:294] "Event occurred" object="kube-system/kindnet" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: kindnet-fmcpv"
I1123 05:41:35.969161       1 shared_informer.go:262] Caches are synced for garbage collector
I1123 05:41:35.988971       1 shared_informer.go:262] Caches are synced for garbage collector
I1123 05:41:35.989008       1 garbagecollector.go:158] Garbage collector: all resource monitors have synced. Proceeding to collect garbage
I1123 05:41:36.150094       1 event.go:294] "Event occurred" object="local-path-storage/local-path-provisioner" fieldPath="" kind="Deployment" apiVersion="apps/v1" type="Normal" reason="ScalingReplicaSet" message="Scaled up replica set local-path-provisioner-9cd9bd544 to 1"
I1123 05:41:36.150999       1 event.go:294] "Event occurred" object="kube-system/coredns" fieldPath="" kind="Deployment" apiVersion="apps/v1" type="Normal" reason="ScalingReplicaSet" message="Scaled up replica set coredns-6d4b75cb6d to 2"
I1123 05:41:36.349360       1 event.go:294] "Event occurred" object="kube-system/coredns-6d4b75cb6d" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: coredns-6d4b75cb6d-65ntp"
I1123 05:41:36.352864       1 event.go:294] "Event occurred" object="local-path-storage/local-path-provisioner-9cd9bd544" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: local-path-provisioner-9cd9bd544-frrjz"
I1123 05:41:36.355218       1 event.go:294] "Event occurred" object="kube-system/coredns-6d4b75cb6d" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: coredns-6d4b75cb6d-cnqqm"
W1123 05:41:39.162812       1 actual_state_of_world.go:541] Failed to update statusUpdateNeeded field in actual state of world: Failed to set statusUpdateNeeded to needed true, because nodeName="kind-1-worker" does not exist
I1123 05:41:39.170258       1 event.go:294] "Event occurred" object="kube-system/kube-proxy" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: kube-proxy-2x9nq"
I1123 05:41:39.171356       1 range_allocator.go:374] Set node kind-1-worker PodCIDR to [10.244.1.0/24]
I1123 05:41:39.171521       1 event.go:294] "Event occurred" object="kube-system/kindnet" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: kindnet-vjhct"
W1123 05:41:40.290871       1 node_lifecycle_controller.go:1014] Missing timestamp for Node kind-1-worker. Assuming now as a timestamp.
I1123 05:41:40.290916       1 event.go:294] "Event occurred" object="kind-1-worker" fieldPath="" kind="Node" apiVersion="v1" type="Normal" reason="RegisteredNode" message="Node kind-1-worker event: Registered Node kind-1-worker in Controller"
I1123 05:41:45.291849       1 node_lifecycle_controller.go:1192] Controller detected that some Nodes are Ready. Exiting master disruption mode.
W1123 05:41:49.390047       1 topologycache.go:199] Can't get CPU or zone information for kind-1-worker node
I1123 05:43:21.426970       1 event.go:294] "Event occurred" object="spire/spire-server" fieldPath="" kind="StatefulSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="create Pod spire-server-0 in StatefulSet spire-server successful"
I1123 05:43:21.836349       1 event.go:294] "Event occurred" object="spire/spire-agent" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: spire-agent-7858m"
I1123 05:43:35.508494       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for spiffeids.spiffeid.spiffe.io
I1123 05:43:35.508575       1 shared_informer.go:255] Waiting for caches to sync for resource quota
I1123 05:43:35.608692       1 shared_informer.go:262] Caches are synced for resource quota
I1123 05:43:36.048119       1 shared_informer.go:255] Waiting for caches to sync for garbage collector
I1123 05:43:36.048205       1 shared_informer.go:262] Caches are synced for garbage collector
I1123 05:44:35.635640       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for networkserviceendpoints.networkservicemesh.io
I1123 05:44:35.635754       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for networkservices.networkservicemesh.io
I1123 05:44:35.635867       1 shared_informer.go:255] Waiting for caches to sync for resource quota
I1123 05:44:35.736080       1 shared_informer.go:262] Caches are synced for resource quota
I1123 05:44:36.095032       1 shared_informer.go:255] Waiting for caches to sync for garbage collector
I1123 05:44:36.095101       1 shared_informer.go:262] Caches are synced for garbage collector
I1123 05:44:53.985770       1 event.go:294] "Event occurred" object="nsm-system/admission-webhook-k8s" fieldPath="" kind="Deployment" apiVersion="apps/v1" type="Normal" reason="ScalingReplicaSet" message="Scaled up replica set admission-webhook-k8s-5c4dd8cfb6 to 1"
I1123 05:44:53.993959       1 event.go:294] "Event occurred" object="nsm-system/admission-webhook-k8s-5c4dd8cfb6" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: admission-webhook-k8s-5c4dd8cfb6-8cm7w"
I1123 05:44:54.421326       1 event.go:294] "Event occurred" object="nsm-system/registry-k8s" fieldPath="" kind="Deployment" apiVersion="apps/v1" type="Normal" reason="ScalingReplicaSet" message="Scaled up replica set registry-k8s-7bd89bb799 to 1"
I1123 05:44:54.426526       1 event.go:294] "Event occurred" object="nsm-system/registry-k8s-7bd89bb799" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: registry-k8s-7bd89bb799-p54k5"
I1123 05:44:54.871115       1 event.go:294] "Event occurred" object="nsm-system/forwarder-vpp" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: forwarder-vpp-vkvt4"
I1123 05:44:55.311625       1 event.go:294] "Event occurred" object="nsm-system/nsmgr" fieldPath="" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: nsmgr-rs74c"
I1123 05:45:31.185795       1 event.go:294] "Event occurred" object="istio-system/istiod" fieldPath="" kind="Deployment" apiVersion="apps/v1" type="Normal" reason="ScalingReplicaSet" message="Scaled up replica set istiod-cd9c68bc to 1"
I1123 05:45:31.298934       1 event.go:294] "Event occurred" object="istio-system/istiod-cd9c68bc" fieldPath="" kind="ReplicaSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: istiod-cd9c68bc-8pd7d"
I1123 05:45:35.764287       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for wasmplugins.extensions.istio.io
I1123 05:45:35.764370       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for telemetries.telemetry.istio.io
I1123 05:45:35.764440       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for workloadgroups.networking.istio.io
I1123 05:45:35.764543       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for serviceentries.networking.istio.io
I1123 05:45:35.764647       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for peerauthentications.security.istio.io
I1123 05:45:35.764749       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for proxyconfigs.networking.istio.io
I1123 05:45:35.764814       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for gateways.networking.istio.io
I1123 05:45:35.764892       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for requestauthentications.security.istio.io
I1123 05:45:35.764969       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for authorizationpolicies.security.istio.io
I1123 05:45:35.765031       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for sidecars.networking.istio.io
I1123 05:45:35.765080       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for istiooperators.install.istio.io
I1123 05:45:35.765129       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for workloadentries.networking.istio.io
I1123 05:45:35.765183       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for destinationrules.networking.istio.io
I1123 05:45:35.765234       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for virtualservices.networking.istio.io
I1123 05:45:35.765294       1 resource_quota_monitor.go:233] QuotaMonitor created object count evaluator for envoyfilters.networking.istio.io
I1123 05:45:35.765697       1 shared_informer.go:255] Waiting for caches to sync for resource quota
I1123 05:45:36.141369       1 shared_informer.go:255] Waiting for caches to sync for garbage collector
I1123 05:45:36.542294       1 shared_informer.go:262] Caches are synced for garbage collector
I1123 05:45:36.566537       1 shared_informer.go:262] Caches are synced for resource quota
